line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

193  0.157590487034737E+08   11.875388  4.269887  3.580714  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  3.774E-09  0.0906  3.580714   -6.571  3.243195  8.199603  0.0000000E+00  0.9044257E+00  7.6625406E-02  4.2642342E-14  9.7268933E-05  1.0109795E-03  4.4287691E-08  2.2128408E-04  1.7952327E-03  1.2321089E-02  1.848E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040608  0.0000000E+00  0.0000000000E+00
194  0.158159322129049E+08   11.860471  4.260528  3.581418  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  3.573E-09  0.0879  3.581418   -6.587  3.240101  8.202594  0.0000000E+00  0.8781255E+00  1.0214813E-01  4.3604114E-14  4.5648490E-07  1.6903629E-03  2.7861376E-08  3.4112538E-05  1.7952507E-03  1.2702625E-02  1.752E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039792  0.0000000E+00  0.0000000000E+00
195  0.158613154243987E+08   11.848740  4.260577  3.581471  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  3.420E-09  0.0861  3.581471   -6.587  3.238813  8.204559  0.0000000E+00  0.8518297E+00  1.2759262E-01  4.9220833E-14  2.2425230E-10  2.5338888E-03  1.6235220E-08  7.8259547E-07  1.7952619E-03  1.2743645E-02  1.677E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039836  0.0000000E+00  0.0000000000E+00
196  0.159081536044897E+08   11.836581  4.262009  3.581301  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  3.270E-09  0.0900  3.581301   -6.584  3.238219  8.206459  0.0000000E+00  0.8254944E+00  1.5285862E-01  4.6507700E-14  7.6080699E-08  3.6031136E-03  9.2787786E-09  5.1216847E-07  1.7952687E-03  1.2743393E-02  1.603E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040008  0.0000000E+00  0.0000000000E+00
197  0.159548532100833E+08   11.824396  4.262945  3.581294  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  3.126E-09  0.0888  3.581294   -6.583  3.237950  8.208392  0.0000000E+00  0.7992015E+00  1.7784574E-01  4.5640384E-14  9.1614422E-08  4.9088567E-03  5.2774801E-09  7.3998379E-07  1.7952727E-03  1.2742598E-02  1.532E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040136  0.0000000E+00  0.0000000000E+00
198  0.159996488020841E+08   11.812698  4.262703  3.581303  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.994E-09  0.0884  3.581303   -6.583  3.238060  8.210387  0.0000000E+00  0.7729336E+00  2.0257504E-01  4.6945667E-14  1.0762761E-08  6.4471983E-03  2.8670625E-09  2.5091157E-07  1.7952753E-03  1.2742800E-02  1.467E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040153  0.0000000E+00  0.0000000000E+00
199  0.160479749119826E+08   11.800094  4.262379  3.581317  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.858E-09  0.0922  3.581317   -6.584  3.237759  8.212481  0.0000000E+00  0.7466574E+00  2.2698892E-01  5.0609544E-14  2.2049258E-08  8.3096316E-03  1.9771293E-09  1.1765739E-06  1.7952765E-03  1.2741083E-02  1.401E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040166  0.0000000E+00  0.0000000000E+00
200  0.160902962701912E+08   11.789075  4.261912  3.581371  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.744E-09  0.0931  3.581371   -6.585  3.238428  8.214587  0.0000000E+00  0.7203817E+00  2.5120254E-01  5.4788414E-14  4.0646661E-13  1.0371310E-02  9.6555262E-10  6.1081328E-09  1.7952779E-03  1.2741950E-02  1.344E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040161  0.0000000E+00  0.0000000000E+00
201  0.161322431031059E+08   11.778181  4.261102  3.581448  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.635E-09  0.0943  3.581448   -6.585  3.239293  8.216709  0.0000000E+00  0.6940762E+00  2.7514513E-01  5.9300842E-14  2.8315732E-08  1.2734139E-02  4.6215192E-10  6.8354414E-08  1.7952791E-03  1.2741185E-02  1.291E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040123  0.0000000E+00  0.0000000000E+00
202  0.161751886701376E+08   11.767054  4.260559  3.581503  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.529E-09  0.0953  3.581503   -6.587  3.240282  8.218920  0.0000000E+00  0.6677873E+00  2.9872631E-01  6.5128791E-14  7.0241059E-08  1.5441741E-02  2.8244655E-10  2.1847984E-07  1.7952801E-03  1.2740237E-02  1.239E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040111  0.0000000E+00  0.0000000000E+00
203  0.162188832877571E+08   11.755762  4.259885  3.581571  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.424E-09  0.0964  3.581571   -6.588  3.241466  8.221219  0.0000000E+00  0.6414492E+00  3.2195904E-01  7.1959530E-14  1.6261180E-07  1.8547102E-02  2.9292331E-10  5.7937217E-07  1.7952813E-03  1.2738886E-02  1.187E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040087  0.0000000E+00  0.0000000000E+00
204  0.162618288547888E+08   11.744691  4.259157  3.581637  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.326E-09  0.0972  3.581637   -6.589  3.243038  8.223583  0.0000000E+00  0.6151446E+00  3.4478192E-01  7.9768457E-14  6.3591594E-08  2.2028575E-02  2.5848255E-10  1.9279172E-07  1.7952829E-03  1.2738682E-02  1.139E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040058  0.0000000E+00  0.0000000000E+00
205  0.163076457824069E+08   11.732917  4.258332  3.581762  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.226E-09  0.0985  3.581762   -6.591  3.244592  8.226044  0.0000000E+00  0.5888675E+00  3.6701348E-01  8.7432347E-14  5.1437149E-07  2.6074637E-02  4.7763430E-10  2.4183708E-06  1.7952849E-03  1.2734348E-02  1.090E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040022  0.0000000E+00  0.0000000000E+00
206  0.163619107522374E+08   11.719016  4.257707  3.581785  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.113E-09  0.0996  3.581785   -6.592  3.245632  8.228699  0.0000000E+00  0.5625558E+00  3.8832531E-01  1.0169290E-13  2.6712740E-08  3.1073802E-02  1.3068629E-09  2.6646728E-06  1.7952879E-03  1.2734006E-02  1.034E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040011  0.0000000E+00  0.0000000000E+00
207  0.164014606232714E+08   11.708902  4.257176  3.581840  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  2.034E-09  0.1007  3.581840   -6.593  3.248554  8.231258  0.0000000E+00  0.5363163E+00  4.0988364E-01  1.0867358E-13  5.0609107E-16  3.5754150E-02  4.0531297E-10  4.1430941E-10  1.7952920E-03  1.2736230E-02  9.954E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039997  0.0000000E+00  0.0000000000E+00
208  0.164646164775175E+08   11.692820  4.256402  3.581928  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.914E-09  0.1016  3.581928   -6.594  3.249401  8.234205  0.0000000E+00  0.5100365E+00  4.2914448E-01  1.3262735E-13  1.8237387E-09  4.2772432E-02  2.3359208E-09  1.5420147E-06  1.7952979E-03  1.2733575E-02  9.376E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039981  0.0000000E+00  0.0000000000E+00
209  0.165035779656145E+08   11.682907  4.255922  3.582002  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.843E-09  0.1030  3.582002   -6.595  3.252995  8.236946  0.0000000E+00  0.4837350E+00  4.4967031E-01  1.3433539E-13  5.7543103E-08  4.8547580E-02  5.8417068E-10  1.3791836E-07  1.7953049E-03  1.2733872E-02  9.026E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039971  0.0000000E+00  0.0000000000E+00
210  0.165741110825115E+08   11.665027  4.255372  3.582127  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.722E-09  0.1059  3.582127   -6.596  3.253873  8.240171  0.0000000E+00  0.4574530E+00  4.6672216E-01  1.5996836E-13  8.9520261E-11  5.7776392E-02  1.8826889E-09  3.0917570E-07  1.7953166E-03  1.2732566E-02  8.442E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039981  0.0000000E+00  0.0000000000E+00
211  0.165803317246130E+08   11.663450  4.255316  3.582128  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.712E-09  0.1062  3.582128   -6.596  3.254540  8.240632  0.0000000E+00  0.4532843E+00  4.6981595E-01  1.5922445E-13  1.9197172E-12  5.8851178E-02  1.4551609E-09  4.5914786E-08  1.7953183E-03  1.2732633E-02  8.391E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039981  0.0000000E+00  0.0000000000E+00
212  0.165865523667145E+08   11.661873  4.255268  3.582116  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.702E-09  0.1064  3.582116   -6.596  3.255221  8.241096  0.0000000E+00  0.4491092E+00  4.7289656E-01  1.5908975E-13  4.1462939E-14  5.9945677E-02  1.1201632E-09  6.6245281E-09  1.7953200E-03  1.2732422E-02  8.339E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039982  0.0000000E+00  0.0000000000E+00
213  0.165926578117400E+08   11.660325  4.255311  3.582235  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.692E-09  0.1066  3.582235   -6.596  3.255920  8.241550  0.0000000E+00  0.4449970E+00  4.7591277E-01  1.5965664E-13  1.8495617E-15  6.1041617E-02  8.6257506E-10  9.5970458E-10  1.7953216E-03  1.2732168E-02  8.290E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039992  0.0000000E+00  0.0000000000E+00
214  0.165988669341339E+08   11.658751  4.255159  3.582253  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.682E-09  0.1052  3.582253   -6.596  3.256544  8.241996  0.0000000E+00  0.4408240E+00  4.7895499E-01  1.6193963E-13  4.2848199E-16  6.2172350E-02  6.5924673E-10  1.3180706E-10  1.7953232E-03  1.2731900E-02  8.239E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039983  0.0000000E+00  0.0000000000E+00
215  0.166050461052880E+08   11.657186  4.255105  3.582262  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.672E-09  0.1070  3.582262   -6.596  3.257324  8.242484  0.0000000E+00  0.4366584E+00  4.8197298E-01  1.6244623E-13  1.6536609E-16  6.3319917E-02  5.0213568E-10  1.7469750E-11  1.7953248E-03  1.2731626E-02  8.189E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039983  0.0000000E+00  0.0000000000E+00
216  0.166117747664944E+08   11.655481  4.255061  3.582273  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.661E-09  0.1078  3.582273   -6.596  3.257841  8.242926  0.0000000E+00  0.4325356E+00  4.8488781E-01  1.6355831E-13  1.6002977E-07  6.4528167E-02  4.5076297E-10  1.4753403E-06  1.7953265E-03  1.2729296E-02  8.136E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039985  0.0000000E+00  0.0000000000E+00
217  0.166203281493838E+08   11.653315  4.255046  3.582267  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.647E-09  0.1076  3.582267   -6.596  3.257977  8.243322  0.0000000E+00  0.4283325E+00  4.8766911E-01  1.6233933E-13  2.2071019E-06  6.5952621E-02  6.3942086E-10  8.5086905E-06  1.7953284E-03  1.2717198E-02  8.069E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039991  0.0000000E+00  0.0000000000E+00
218  0.166264865850642E+08   11.651756  4.254826  3.582290  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.638E-09  0.1075  3.582290   -6.597  3.259110  8.243917  0.0000000E+00  0.4242300E+00  4.9058010E-01  1.6984095E-13  3.5529062E-08  6.7141267E-02  4.8284685E-10  1.5563153E-06  1.7953302E-03  1.2728822E-02  8.020E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039976  0.0000000E+00  0.0000000000E+00
219  0.166346978326381E+08   11.649678  4.254707  3.582310  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.625E-09  0.1083  3.582310   -6.597  3.259505  8.244382  0.0000000E+00  0.4200629E+00  4.9331119E-01  1.7216823E-13  2.3055075E-07  6.8577751E-02  5.8334996E-10  3.6090013E-06  1.7953323E-03  1.2725710E-02  7.956E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039973  0.0000000E+00  0.0000000000E+00
220  0.166409224144796E+08   11.648104  4.254763  3.582310  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.615E-09  0.1059  3.582310   -6.597  3.260303  8.244916  0.0000000E+00  0.4159044E+00  4.9622397E-01  1.7699393E-13  3.0271694E-09  6.9822583E-02  4.3478316E-10  4.5901299E-07  1.7953342E-03  1.2729616E-02  7.908E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039983  0.0000000E+00  0.0000000000E+00
221  0.166471321704574E+08   11.646533  4.254795  3.582275  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.605E-09  0.1074  3.582275   -6.597  3.261159  8.245438  0.0000000E+00  0.4117406E+00  4.9912029E-01  1.7968942E-13  3.8085452E-11  7.1089918E-02  3.2273953E-10  5.1693135E-08  1.7953361E-03  1.2729810E-02  7.860E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039992  0.0000000E+00  0.0000000000E+00
222  0.166532290217810E+08   11.644990  4.254877  3.582276  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.596E-09  0.1076  3.582276   -6.597  3.261908  8.245920  0.0000000E+00  0.4076447E+00  5.0194846E-01  1.8229952E-13  4.8559562E-13  7.2357600E-02  2.3989926E-10  5.7848806E-09  1.7953381E-03  1.2729556E-02  7.813E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040004  0.0000000E+00  0.0000000000E+00
223  0.166594387777588E+08   11.643418  4.254860  3.582283  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.587E-09  0.1079  3.582283   -6.597  3.262709  8.246416  0.0000000E+00  0.4034690E+00  5.0480986E-01  1.8521668E-13  5.7880176E-15  7.3671846E-02  1.7675328E-10  6.0027130E-10  1.7953401E-03  1.2729239E-02  7.765E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040008  0.0000000E+00  0.0000000000E+00
224  0.166656485337366E+08   11.641846  4.254865  3.582289  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.577E-09  0.1081  3.582289   -6.597  3.263528  8.246918  0.0000000E+00  0.3992887E+00  5.0765191E-01  1.8838979E-13  2.1990183E-16  7.5009974E-02  1.2987453E-10  6.0135181E-11  1.7953422E-03  1.2728910E-02  7.717E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040014  0.0000000E+00  0.0000000000E+00
225  0.166717386107810E+08   11.640305  4.254820  3.582297  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.568E-09  0.1083  3.582297   -6.597  3.264342  8.247413  0.0000000E+00  0.3951846E+00  5.1042006E-01  1.9193458E-13  6.4049156E-17  7.6345927E-02  9.5815721E-11  6.0126148E-12  1.7953443E-03  1.2728580E-02  7.671E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040015  0.0000000E+00  0.0000000000E+00
226  0.166778862691990E+08   11.638749  4.254962  3.582331  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.559E-09  0.1086  3.582331   -6.597  3.265165  8.247925  0.0000000E+00  0.3910360E+00  5.1319536E-01  1.9552375E-13  2.5482593E-17  7.7719108E-02  7.0478671E-11  5.7083804E-13  1.7953465E-03  1.2728238E-02  7.624E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040034  0.0000000E+00  0.0000000000E+00
227  0.166840339276171E+08   11.637195  4.254679  3.582355  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.549E-09  0.1094  3.582355   -6.597  3.266004  8.248430  0.0000000E+00  0.3868843E+00  5.1594925E-01  1.9920699E-13  1.0298068E-17  7.9116905E-02  5.1940609E-11  5.2352591E-14  1.7953488E-03  1.2727889E-02  7.578E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040013  0.0000000E+00  0.0000000000E+00
228  0.166920717115596E+08   11.635162  4.254733  3.582362  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.538E-09  0.1096  3.582362   -6.597  3.266243  8.248833  0.0000000E+00  0.3826906E+00  5.1847346E-01  1.9970541E-13  1.6957445E-06  8.0788667E-02  2.8295157E-10  6.4227937E-06  1.7953515E-03  1.2716997E-02  7.519E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040025  0.0000000E+00  0.0000000000E+00
229  0.166982685512450E+08   11.633595  4.254521  3.582412  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.528E-09  0.1098  3.582412   -6.597  3.267540  8.249469  0.0000000E+00  0.3785253E+00  5.2118473E-01  2.0824643E-13  1.2597516E-08  8.2240387E-02  2.0176475E-10  7.8974181E-07  1.7953540E-03  1.2726161E-02  7.473E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040011  0.0000000E+00  0.0000000000E+00
230  0.167043547330789E+08   11.632057  4.254576  3.582374  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.519E-09  0.1099  3.582374   -6.597  3.268473  8.250003  0.0000000E+00  0.3744260E+00  5.2382983E-01  2.1250444E-13  8.0698143E-08  8.3694378E-02  1.4597863E-10  8.2311051E-08  1.7953566E-03  1.2726550E-02  7.428E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040021  0.0000000E+00  0.0000000000E+00
231  0.167913038225911E+08   11.610112  4.254657  3.582485  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.397E-09  0.1100  3.582485   -6.597  3.262246  8.251516  0.0000000E+00  0.3702827E+00  5.1676304E-01  2.1414429E-13  8.4740883E-18  9.4901859E-02  1.7016644E-10  1.1272087E-16  1.7953886E-03  1.2725909E-02  6.848E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040104  0.0000000E+00  0.0000000000E+00
232  0.167973405184188E+08   11.608585  4.254718  3.582511  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.389E-09  0.1103  3.582511   -6.597  3.263192  8.252048  0.0000000E+00  0.3661039E+00  5.1942919E-01  2.1824293E-13  3.7301198E-18  9.6414425E-02  1.1902216E-10  8.0598791E-17  1.7953918E-03  1.2725506E-02  6.807E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040115  0.0000000E+00  0.0000000000E+00
233  0.168033772142465E+08   11.607059  4.254696  3.582521  0.6851612E+00  0.3007497E+00  1.3198674E-03  7.0893756E-05  2.4250668E-03  4.9313055E-03  8.1957298E-06  8.3068357E-06  1.8734618E-03  1.1966300E-04  1.381E-09  0.1104  3.582521   -6.597  3.264104  8.252560  0.0000000E+00  0.3619233E+00  5.2206974E-01  2.2245160E-13  1.6343887E-18  9.7954409E-02  8.3229619E-11  7.3320041E-17  1.7953950E-03  1.2725094E-02  6.766E-08  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040118  0.0000000E+00  0.0000000000E+00
